query	target	aligned_genes	percent_genes	aligned_length	percent_length	identity	score
NODE_edge_2+_length_45381_cov_280	CheckV-040179	1	1.54	147	1.07	37.9	55.71
NODE_edge_2+_length_45381_cov_280	CheckV-008744	1	1.54	147	1.07	37.9	55.71
NODE_edge_2+_length_45381_cov_280	CheckV-015236	1	1.54	124	0.91	44.9	55.68
NODE_edge_2+_length_45381_cov_280	CheckV-019155	1	1.54	124	0.91	44.9	55.68
NODE_edge_2+_length_45381_cov_280	CheckV-013825	1	1.54	124	0.91	44.9	55.68
NODE_edge_2+_length_45381_cov_280	CheckV-044110	1	1.54	147	1.07	37.8	55.57
NODE_edge_2+_length_45381_cov_280	CheckV-021418	1	1.54	147	1.07	37.8	55.57
NODE_edge_2+_length_45381_cov_280	CheckV-041440	1	1.54	147	1.07	37.5	55.12
NODE_edge_2+_length_45381_cov_280	CheckV-015725	1	1.54	147	1.07	37.3	54.83
NODE_edge_2+_length_45381_cov_280	CheckV-021313	1	1.54	183	1.34	29.7	54.35
NODE_edge_2+_length_45381_cov_280	CheckV-033087	1	1.54	147	1.07	36.9	54.24
NODE_edge_2+_length_45381_cov_280	CheckV-019266	1	1.54	147	1.07	36.9	54.24
NODE_edge_2+_length_45381_cov_280	CheckV-033191	1	1.54	124	0.91	43.5	53.94
NODE_edge_2+_length_45381_cov_280	CheckV-006731	1	1.54	147	1.07	36.6	53.8
NODE_edge_2+_length_45381_cov_280	CheckV-002630	1	1.54	147	1.07	36.6	53.8
NODE_edge_2+_length_45381_cov_280	CheckV-029139	1	1.54	141	1.03	38.0	53.58
NODE_edge_2+_length_45381_cov_280	CheckV-023717	1	1.54	141	1.03	38.0	53.58
NODE_edge_2+_length_45381_cov_280	CheckV-005872	1	1.54	141	1.03	38.0	53.58
NODE_edge_2+_length_45381_cov_280	CheckV-006869	1	1.54	141	1.03	38.0	53.58
NODE_edge_2+_length_45381_cov_280	CheckV-023490	1	1.54	141	1.03	38.0	53.58
NODE_edge_2+_length_45381_cov_280	CheckV-000292	1	1.54	124	0.91	43.2	53.57
NODE_edge_2+_length_45381_cov_280	CheckV-002984	1	1.54	147	1.07	36.2	53.21
NODE_edge_2+_length_45381_cov_280	CheckV-020444	1	1.54	124	0.91	42.9	53.2
NODE_edge_2+_length_45381_cov_280	CheckV-012594	1	1.54	147	1.07	36.0	52.92
NODE_edge_2+_length_45381_cov_280	CheckV-009838	1	1.54	124	0.91	42.6	52.82
NODE_edge_2+_length_45381_cov_280	CheckV-021052	1	1.54	183	1.34	28.8	52.7
NODE_edge_2+_length_45381_cov_280	CheckV-008799	1	1.54	147	1.07	35.6	52.33
NODE_edge_2+_length_45381_cov_280	CheckV-055382	1	1.54	147	1.07	35.6	52.33
NODE_edge_2+_length_45381_cov_280	CheckV-028065	1	1.54	124	0.91	42.0	52.08
NODE_edge_2+_length_45381_cov_280	CheckV-031556	1	1.54	147	1.07	35.4	52.04
NODE_edge_2+_length_45381_cov_280	CheckV-005414	1	1.54	147	1.07	35.4	52.04
NODE_edge_2+_length_45381_cov_280	CheckV-058535	1	1.54	147	1.07	35.4	52.04
NODE_edge_2+_length_45381_cov_280	CheckV-012302	1	1.54	124	0.91	41.4	51.34
NODE_edge_2+_length_45381_cov_280	CheckV-028978	1	1.54	141	1.03	36.4	51.32
NODE_edge_2+_length_45381_cov_280	CheckV-059243	1	1.54	147	1.07	34.9	51.3
NODE_edge_2+_length_45381_cov_280	CheckV-021079	1	1.54	124	0.91	41.2	51.09
NODE_edge_2+_length_45381_cov_280	CheckV-041998	1	1.54	99	0.72	51.6	51.08
NODE_edge_2+_length_45381_cov_280	CheckV-059913	1	1.54	147	1.07	34.6	50.86
NODE_edge_2+_length_45381_cov_280	CheckV-017271	1	1.54	188	1.37	27.0	50.76
NODE_edge_2+_length_45381_cov_280	CheckV-017654	1	1.54	124	0.91	40.8	50.59
NODE_edge_2+_length_45381_cov_280	CheckV-019210	1	1.54	124	0.91	40.8	50.59
NODE_edge_2+_length_45381_cov_280	CheckV-006274	1	1.54	147	1.07	34.1	50.13
NODE_edge_2+_length_45381_cov_280	CheckV-004936	1	1.54	147	1.07	34.0	49.98
NODE_edge_2+_length_45381_cov_280	CheckV-008381	1	1.54	124	0.91	40.3	49.97
NODE_edge_2+_length_45381_cov_280	CheckV-061531	1	1.54	147	1.07	33.9	49.83
NODE_edge_2+_length_45381_cov_280	CheckV-016965	1	1.54	124	0.91	40.0	49.6
NODE_edge_2+_length_45381_cov_280	CheckV-061444	1	1.54	124	0.91	40.0	49.6
NODE_edge_2+_length_45381_cov_280	CheckV-061699	1	1.54	124	0.91	40.0	49.6
NODE_edge_2+_length_45381_cov_280	CheckV-031729	1	1.54	124	0.91	40.0	49.6
NODE_edge_2+_length_45381_cov_280	CheckV-032366	1	1.54	124	0.91	39.7	49.23
NODE_edge_2+_length_45381_cov_280	CheckV-037601	1	1.54	147	1.07	33.3	48.95
NODE_edge_2+_length_45381_cov_280	CheckV-011106	1	1.54	147	1.07	33.3	48.95
NODE_edge_2+_length_45381_cov_280	CheckV-002683	1	1.54	147	1.07	33.3	48.95
NODE_edge_2+_length_45381_cov_280	CheckV-040629	1	1.54	124	0.91	39.4	48.86
NODE_edge_2+_length_45381_cov_280	CheckV-003899	1	1.54	147	1.07	33.1	48.66
NODE_edge_2+_length_45381_cov_280	CheckV-007073	1	1.54	147	1.07	32.8	48.22
NODE_edge_2+_length_45381_cov_280	CheckV-015097	1	1.54	147	1.07	32.8	48.22
NODE_edge_2+_length_45381_cov_280	CheckV-060014	1	1.54	99	0.72	48.6	48.11
NODE_edge_2+_length_45381_cov_280	CheckV-016867	1	1.54	124	0.91	38.7	47.99
NODE_edge_2+_length_45381_cov_280	CheckV-021743	1	1.54	99	0.72	48.4	47.92
NODE_edge_2+_length_45381_cov_280	CheckV-010018	1	1.54	124	0.91	38.4	47.62
NODE_edge_2+_length_45381_cov_280	CheckV-016562	1	1.54	124	0.91	38.2	47.37
NODE_edge_2+_length_45381_cov_280	CheckV-014452	1	1.54	124	0.91	37.5	46.5
NODE_edge_2+_length_45381_cov_280	CheckV-001826	1	1.54	124	0.91	37.5	46.5
NODE_edge_2+_length_45381_cov_280	CheckV-040999	1	1.54	124	0.91	37.5	46.5
NODE_edge_2+_length_45381_cov_280	CheckV-010317	1	1.54	124	0.91	37.3	46.25
NODE_edge_2+_length_45381_cov_280	CheckV-059175	1	1.54	124	0.91	37.3	46.25
NODE_edge_2+_length_45381_cov_280	CheckV-021238	1	1.54	124	0.91	37.1	46.0
NODE_edge_2+_length_45381_cov_280	CheckV-062018	1	1.54	124	0.91	37.1	46.0
NODE_edge_2+_length_45381_cov_280	CheckV-058516	1	1.54	124	0.91	37.1	46.0
NODE_edge_2+_length_45381_cov_280	CheckV-016841	1	1.54	124	0.91	37.1	46.0
NODE_edge_2+_length_45381_cov_280	CheckV-007600	1	1.54	124	0.91	37.1	46.0
NODE_edge_2+_length_45381_cov_280	CheckV-021239	1	1.54	124	0.91	37.1	46.0
NODE_edge_2+_length_45381_cov_280	CheckV-044309	1	1.54	147	1.07	31.1	45.72
NODE_edge_2+_length_45381_cov_280	CheckV-017154	1	1.54	147	1.07	31.1	45.72
NODE_edge_2+_length_45381_cov_280	CheckV-012966	1	1.54	147	1.07	31.1	45.72
NODE_edge_2+_length_45381_cov_280	CheckV-033264	1	1.54	124	0.91	36.8	45.63
NODE_edge_2+_length_45381_cov_280	CheckV-044981	1	1.54	124	0.91	36.8	45.63
NODE_edge_2+_length_45381_cov_280	CheckV-005003	1	1.54	124	0.91	36.8	45.63
NODE_edge_2+_length_45381_cov_280	CheckV-016796	1	1.54	124	0.91	36.6	45.38
NODE_edge_2+_length_45381_cov_280	CheckV-004842	1	1.54	147	1.07	30.3	44.54
NODE_edge_2+_length_45381_cov_280	CheckV-045993	1	1.54	109	0.8	40.7	44.36
NODE_edge_2+_length_45381_cov_280	CheckV-049728	1	1.54	109	0.8	40.5	44.15
NODE_edge_2+_length_45381_cov_280	CheckV-010085	1	1.54	147	1.07	30.0	44.1
NODE_edge_2+_length_45381_cov_280	CheckV-052192	1	1.54	109	0.8	40.3	43.93
NODE_edge_2+_length_45381_cov_280	CheckV-053876	1	1.54	109	0.8	40.3	43.93
NODE_edge_2+_length_45381_cov_280	CheckV-049856	1	1.54	109	0.8	39.2	42.73
NODE_edge_2+_length_45381_cov_280	CheckV-032663	1	1.54	124	0.91	32.3	40.05
NODE_edge_2+_length_45381_cov_280	CheckV-051922	1	1.54	109	0.8	36.5	39.78
NODE_edge_2+_length_45381_cov_280	CheckV-052189	1	1.54	109	0.8	36.5	39.78
NODE_edge_2+_length_45381_cov_280	CheckV-044190	1	1.54	109	0.8	36.5	39.78
NODE_edge_2+_length_45381_cov_280	CheckV-044297	1	1.54	109	0.8	35.1	38.26
NODE_edge_2+_length_45381_cov_280	CheckV-056044	1	1.54	109	0.8	31.6	34.44
NODE_edge_2+_length_45381_cov_280	CheckV-053874	1	1.54	109	0.8	31.6	34.44
NODE_edge_2+_length_45381_cov_280	CheckV-049858	1	1.54	112	0.82	28.4	31.81
NODE_edge_2+_length_45381_cov_280	CheckV-011600	1	1.54	99	0.72	30.8	30.49
NODE_edge_2+_length_45381_cov_280	CheckV-056640	1	1.54	112	0.82	26.0	29.12
NODE_edge_2+_length_45381_cov_280	CheckV-056642	1	1.54	112	0.82	26.0	29.12
